Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
173042,1417442,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603764,13.2.1.2.2.1.2.1,0.0,,,,0
173082,1417482,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605114,13.2.1.2.3.1.2.1,3.0,,,,0
173122,1417522,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603314,13.2.1.2.4.1.2.1,0.0,,,,0
173162,1417562,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604439,13.2.1.2.5.1.2.1,0.0,,,,0
173202,1417602,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604664,13.2.1.2.6.1.2.1,0.0,,,,0
173242,1417642,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604214,13.2.1.2.7.1.2.1,0.0,,,,0
173282,1417682,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604889,13.2.1.2.8.1.2.1,0.0,,,,0
173322,1417722,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603989,13.2.1.2.9.1.2.1,1.0,,,,0
173362,1417762,2018,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603539,13.2.1.2.10.1.2.1,0.0,,,,0
175002,1433402,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695345,14.1.1.2.1.1.2.1,0.0,,,,0
175042,1433442,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693770,14.1.1.2.2.1.2.1,0.0,,,,0
175082,1433482,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695120,14.1.1.2.3.1.2.1,0.0,,,,0
175122,1433522,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693320,14.1.1.2.4.1.2.1,0.0,,,,0
175162,1433562,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694445,14.1.1.2.5.1.2.1,0.0,,,,0
175202,1433602,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694670,14.1.1.2.6.1.2.1,0.0,,,,0
175242,1433642,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694220,14.1.1.2.7.1.2.1,0.0,,,,0
175282,1433682,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694895,14.1.1.2.8.1.2.1,0.0,,,,0
175322,1433722,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693995,14.1.1.2.9.1.2.1,0.0,,,,0
175362,1433762,2018,Nunavut,2021A000262,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693545,14.1.1.2.10.1.2.1,0.0,,,,0
177002,1449402,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605345,14.2.1.2.1.1.2.1,0.0,,,,0
177042,1449442,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603770,14.2.1.2.2.1.2.1,0.0,,,,0
177082,1449482,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605120,14.2.1.2.3.1.2.1,0.0,,,,0
177122,1449522,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603320,14.2.1.2.4.1.2.1,0.0,,,,0
177162,1449562,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604445,14.2.1.2.5.1.2.1,0.0,,,,0
177202,1449602,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604670,14.2.1.2.6.1.2.1,0.0,,,,0
177242,1449642,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604220,14.2.1.2.7.1.2.1,0.0,,,,0
177282,1449682,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604895,14.2.1.2.8.1.2.1,0.0,,,,0
177322,1449722,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603995,14.2.1.2.9.1.2.1,0.0,,,,0
177362,1449762,2018,Nunavut,2021A000262,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603545,14.2.1.2.10.1.2.1,0.0,,,,0
179002,1465402,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695327,15.1.1.2.1.1.2.1,0.0,,,,0
179042,1465442,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693752,15.1.1.2.2.1.2.1,0.0,,,,0
179082,1465482,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695102,15.1.1.2.3.1.2.1,0.0,,,,0
179122,1465522,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693302,15.1.1.2.4.1.2.1,0.0,,,,0
179162,1465562,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694427,15.1.1.2.5.1.2.1,0.0,,,,0
179202,1465602,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694652,15.1.1.2.6.1.2.1,0.0,,,,0
179242,1465642,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694202,15.1.1.2.7.1.2.1,0.0,,,,0
179282,1465682,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694877,15.1.1.2.8.1.2.1,0.0,,,,0
179322,1465722,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693977,15.1.1.2.9.1.2.1,0.0,,,,0
179362,1465762,2018,Unclassified province or territory,,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693527,15.1.1.2.10.1.2.1,0.0,,,,0
181002,1481402,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605327,15.2.1.2.1.1.2.1,5.0,,,,0
181042,1481442,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603752,15.2.1.2.2.1.2.1,0.0,,,,0
181082,1481482,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605102,15.2.1.2.3.1.2.1,0.0,,,,0
181122,1481522,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603302,15.2.1.2.4.1.2.1,5.0,,,,0
181162,1481562,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604427,15.2.1.2.5.1.2.1,0.0,,,,0
181202,1481602,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604652,15.2.1.2.6.1.2.1,0.0,,,,0
181242,1481642,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604202,15.2.1.2.7.1.2.1,0.0,,,,0
181282,1481682,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604877,15.2.1.2.8.1.2.1,0.0,,,,0
181322,1481722,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603977,15.2.1.2.9.1.2.1,0.0,,,,0
181362,1481762,2018,Unclassified province or territory,,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603527,15.2.1.2.10.1.2.1,0.0,,,,0
183002,1497402,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695348,1.1.1.2.1.1.2.1,2688.0,,,,0
183042,1497442,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693773,1.1.1.2.2.1.2.1,1085.0,,,,0
183082,1497482,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695123,1.1.1.2.3.1.2.1,89.0,,,,0
183122,1497522,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693323,1.1.1.2.4.1.2.1,526.0,,,,0
183162,1497562,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694448,1.1.1.2.5.1.2.1,97.0,,,,0
183202,1497602,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694673,1.1.1.2.6.1.2.1,52.0,,,,0
183242,1497642,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694223,1.1.1.2.7.1.2.1,88.0,,,,0
183282,1497682,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694898,1.1.1.2.8.1.2.1,90.0,,,,0
183322,1497722,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693998,1.1.1.2.9.1.2.1,615.0,,,,0
183362,1497762,2019,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693548,1.1.1.2.10.1.2.1,46.0,,,,0
185002,1515002,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605348,1.2.1.2.1.1.2.1,6204.0,,,,0
185042,1515042,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603773,1.2.1.2.2.1.2.1,2095.0,,,,0
185082,1515082,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605123,1.2.1.2.3.1.2.1,197.0,,,,0
185122,1515122,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603323,1.2.1.2.4.1.2.1,1169.0,,,,0
185162,1515162,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604448,1.2.1.2.5.1.2.1,252.0,,,,0
185202,1515202,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604673,1.2.1.2.6.1.2.1,245.0,,,,0
185242,1515242,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604223,1.2.1.2.7.1.2.1,311.0,,,,0
185282,1515282,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604898,1.2.1.2.8.1.2.1,358.0,,,,0
185322,1515322,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603998,1.2.1.2.9.1.2.1,1468.0,,,,0
185362,1515362,2019,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603548,1.2.1.2.10.1.2.1,109.0,,,,0
187002,1532602,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695330,2.1.1.2.1.1.2.1,9.0,,,,0
187042,1532642,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693755,2.1.1.2.2.1.2.1,0.0,,,,0
187082,1532682,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695105,2.1.1.2.3.1.2.1,0.0,,,,0
187122,1532722,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693305,2.1.1.2.4.1.2.1,7.0,,,,0
187162,1532762,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694430,2.1.1.2.5.1.2.1,0.0,,,,0
187202,1532802,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694655,2.1.1.2.6.1.2.1,0.0,,,,0
187242,1532842,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694205,2.1.1.2.7.1.2.1,1.0,,,,0
187282,1532882,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694880,2.1.1.2.8.1.2.1,0.0,,,,0
187322,1532922,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693980,2.1.1.2.9.1.2.1,1.0,,,,0
187362,1532962,2019,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693530,2.1.1.2.10.1.2.1,0.0,,,,0
189002,1550202,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605330,2.2.1.2.1.1.2.1,37.0,,,,0
189042,1550242,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603755,2.2.1.2.2.1.2.1,2.0,,,,0
189082,1550282,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605105,2.2.1.2.3.1.2.1,3.0,,,,0
189122,1550322,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603305,2.2.1.2.4.1.2.1,14.0,,,,0
189162,1550362,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604430,2.2.1.2.5.1.2.1,0.0,,,,0
189202,1550402,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604655,2.2.1.2.6.1.2.1,0.0,,,,0
189242,1550442,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604205,2.2.1.2.7.1.2.1,6.0,,,,0
189282,1550482,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604880,2.2.1.2.8.1.2.1,0.0,,,,0
189322,1550522,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603980,2.2.1.2.9.1.2.1,12.0,,,,0
189362,1550562,2019,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603530,2.2.1.2.10.1.2.1,0.0,,,,0
191002,1567802,2019,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695336,3.1.1.2.1.1.2.1,4.0,,,,0
191042,1567842,2019,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693761,3.1.1.2.2.1.2.1,0.0,,,,0
