Unnamed: 0.1,Unnamed: 0,REF_DATE,GEO,DGUID,Gender,Type of corporation,Country,Industry,Size of enterprise,Executive,UNIT,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
227122,1884722,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693317,12.1.1.2.4.1.2.1,0.0,,,,0
227162,1884762,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694442,12.1.1.2.5.1.2.1,0.0,,,,0
227202,1884802,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694667,12.1.1.2.6.1.2.1,0.0,,,,0
227242,1884842,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694217,12.1.1.2.7.1.2.1,0.0,,,,0
227282,1884882,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694892,12.1.1.2.8.1.2.1,0.0,,,,0
227322,1884922,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693992,12.1.1.2.9.1.2.1,0.0,,,,0
227362,1884962,2019,Yukon,2021A000260,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693542,12.1.1.2.10.1.2.1,0.0,,,,0
229002,1902202,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605342,12.2.1.2.1.1.2.1,0.0,,,,0
229042,1902242,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603767,12.2.1.2.2.1.2.1,0.0,,,,0
229082,1902282,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605117,12.2.1.2.3.1.2.1,0.0,,,,0
229122,1902322,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603317,12.2.1.2.4.1.2.1,0.0,,,,0
229162,1902362,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604442,12.2.1.2.5.1.2.1,0.0,,,,0
229202,1902402,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604667,12.2.1.2.6.1.2.1,0.0,,,,0
229242,1902442,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604217,12.2.1.2.7.1.2.1,0.0,,,,0
229282,1902482,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604892,12.2.1.2.8.1.2.1,0.0,,,,0
229322,1902522,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603992,12.2.1.2.9.1.2.1,0.0,,,,0
229362,1902562,2019,Yukon,2021A000260,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603542,12.2.1.2.10.1.2.1,0.0,,,,0
231002,1919802,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695339,13.1.1.2.1.1.2.1,1.0,,,,0
231042,1919842,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693764,13.1.1.2.2.1.2.1,0.0,,,,0
231082,1919882,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695114,13.1.1.2.3.1.2.1,1.0,,,,0
231122,1919922,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693314,13.1.1.2.4.1.2.1,0.0,,,,0
231162,1919962,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694439,13.1.1.2.5.1.2.1,0.0,,,,0
231202,1920002,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694664,13.1.1.2.6.1.2.1,0.0,,,,0
231242,1920042,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694214,13.1.1.2.7.1.2.1,0.0,,,,0
231282,1920082,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694889,13.1.1.2.8.1.2.1,0.0,,,,0
231322,1920122,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693989,13.1.1.2.9.1.2.1,0.0,,,,0
231362,1920162,2019,Northwest Territories,2021A000261,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693539,13.1.1.2.10.1.2.1,0.0,,,,0
233002,1937402,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605339,13.2.1.2.1.1.2.1,3.0,,,,0
233042,1937442,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603764,13.2.1.2.2.1.2.1,0.0,,,,0
233082,1937482,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605114,13.2.1.2.3.1.2.1,3.0,,,,0
233122,1937522,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603314,13.2.1.2.4.1.2.1,0.0,,,,0
233162,1937562,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604439,13.2.1.2.5.1.2.1,0.0,,,,0
233202,1937602,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604664,13.2.1.2.6.1.2.1,0.0,,,,0
233242,1937642,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604214,13.2.1.2.7.1.2.1,0.0,,,,0
233282,1937682,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604889,13.2.1.2.8.1.2.1,0.0,,,,0
233322,1937722,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603989,13.2.1.2.9.1.2.1,0.0,,,,0
233362,1937762,2019,Northwest Territories,2021A000261,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603539,13.2.1.2.10.1.2.1,0.0,,,,0
235002,1955002,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695345,14.1.1.2.1.1.2.1,0.0,,,,0
235042,1955042,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693770,14.1.1.2.2.1.2.1,0.0,,,,0
235082,1955082,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695120,14.1.1.2.3.1.2.1,0.0,,,,0
235122,1955122,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693320,14.1.1.2.4.1.2.1,0.0,,,,0
235162,1955162,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694445,14.1.1.2.5.1.2.1,0.0,,,,0
235202,1955202,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694670,14.1.1.2.6.1.2.1,0.0,,,,0
235242,1955242,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694220,14.1.1.2.7.1.2.1,0.0,,,,0
235282,1955282,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694895,14.1.1.2.8.1.2.1,0.0,,,,0
235322,1955322,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693995,14.1.1.2.9.1.2.1,0.0,,,,0
235362,1955362,2019,Nunavut,2021A000262,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693545,14.1.1.2.10.1.2.1,0.0,,,,0
237002,1972602,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605345,14.2.1.2.1.1.2.1,0.0,,,,0
237042,1972642,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603770,14.2.1.2.2.1.2.1,0.0,,,,0
237082,1972682,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605120,14.2.1.2.3.1.2.1,0.0,,,,0
237122,1972722,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603320,14.2.1.2.4.1.2.1,0.0,,,,0
237162,1972762,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604445,14.2.1.2.5.1.2.1,0.0,,,,0
237202,1972802,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604670,14.2.1.2.6.1.2.1,0.0,,,,0
237242,1972842,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604220,14.2.1.2.7.1.2.1,0.0,,,,0
237282,1972882,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604895,14.2.1.2.8.1.2.1,0.0,,,,0
237322,1972922,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603995,14.2.1.2.9.1.2.1,0.0,,,,0
237362,1972962,2019,Nunavut,2021A000262,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603545,14.2.1.2.10.1.2.1,0.0,,,,0
239002,1990202,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695327,15.1.1.2.1.1.2.1,336.0,,,,0
239042,1990242,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693752,15.1.1.2.2.1.2.1,153.0,,,,0
239082,1990282,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695102,15.1.1.2.3.1.2.1,12.0,,,,0
239122,1990322,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693302,15.1.1.2.4.1.2.1,56.0,,,,0
239162,1990362,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694427,15.1.1.2.5.1.2.1,29.0,,,,0
239202,1990402,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694652,15.1.1.2.6.1.2.1,5.0,,,,0
239242,1990442,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694202,15.1.1.2.7.1.2.1,15.0,,,,0
239282,1990482,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694877,15.1.1.2.8.1.2.1,13.0,,,,0
239322,1990522,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693977,15.1.1.2.9.1.2.1,53.0,,,,0
239362,1990562,2019,Unclassified province or territory,,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693527,15.1.1.2.10.1.2.1,0.0,,,,0
241002,2007802,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605327,15.2.1.2.1.1.2.1,796.0,,,,0
241042,2007842,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603752,15.2.1.2.2.1.2.1,318.0,,,,0
241082,2007882,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605102,15.2.1.2.3.1.2.1,19.0,,,,0
241122,2007922,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603302,15.2.1.2.4.1.2.1,130.0,,,,0
241162,2007962,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604427,15.2.1.2.5.1.2.1,60.0,,,,0
241202,2008002,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604652,15.2.1.2.6.1.2.1,41.0,,,,0
241242,2008042,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604202,15.2.1.2.7.1.2.1,32.0,,,,0
241282,2008082,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604877,15.2.1.2.8.1.2.1,22.0,,,,0
241322,2008122,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603977,15.2.1.2.9.1.2.1,173.0,,,,0
241362,2008162,2019,Unclassified province or territory,,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603527,15.2.1.2.10.1.2.1,1.0,,,,0
243002,2025402,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695348,1.1.1.2.1.1.2.1,2809.0,,,,0
243042,2025442,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693773,1.1.1.2.2.1.2.1,1163.0,,,,0
243082,2025482,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695123,1.1.1.2.3.1.2.1,69.0,,,,0
243122,2025522,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693323,1.1.1.2.4.1.2.1,513.0,,,,0
243162,2025562,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694448,1.1.1.2.5.1.2.1,121.0,,,,0
243202,2025602,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694673,1.1.1.2.6.1.2.1,48.0,,,,0
243242,2025642,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694223,1.1.1.2.7.1.2.1,99.0,,,,0
243282,2025682,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694898,1.1.1.2.8.1.2.1,109.0,,,,0
243322,2025722,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693998,1.1.1.2.9.1.2.1,675.0,,,,0
243362,2025762,2020,"Canada, total",2021A000011124,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693548,1.1.1.2.10.1.2.1,12.0,,,,0
245002,2043002,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605348,1.2.1.2.1.1.2.1,6140.0,,,,0
245042,2043042,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603773,1.2.1.2.2.1.2.1,2001.0,,,,0
245082,2043082,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605123,1.2.1.2.3.1.2.1,175.0,,,,0
245122,2043122,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603323,1.2.1.2.4.1.2.1,1109.0,,,,0
245162,2043162,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604448,1.2.1.2.5.1.2.1,316.0,,,,0
245202,2043202,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604673,1.2.1.2.6.1.2.1,252.0,,,,0
245242,2043242,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604223,1.2.1.2.7.1.2.1,315.0,,,,0
245282,2043282,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604898,1.2.1.2.8.1.2.1,433.0,,,,0
245322,2043322,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603998,1.2.1.2.9.1.2.1,1506.0,,,,0
245362,2043362,2020,"Canada, total",2021A000011124,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603548,1.2.1.2.10.1.2.1,33.0,,,,0
247002,2060602,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695330,2.1.1.2.1.1.2.1,9.0,,,,0
247042,2060642,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693755,2.1.1.2.2.1.2.1,0.0,,,,0
247082,2060682,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695105,2.1.1.2.3.1.2.1,1.0,,,,0
247122,2060722,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693305,2.1.1.2.4.1.2.1,5.0,,,,0
247162,2060762,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694430,2.1.1.2.5.1.2.1,2.0,,,,0
247202,2060802,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694655,2.1.1.2.6.1.2.1,0.0,,,,0
247242,2060842,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694205,2.1.1.2.7.1.2.1,0.0,,,,0
247282,2060882,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694880,2.1.1.2.8.1.2.1,0.0,,,,0
247322,2060922,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693980,2.1.1.2.9.1.2.1,1.0,,,,0
247362,2060962,2020,Newfoundland and Labrador,2021A000210,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693530,2.1.1.2.10.1.2.1,0.0,,,,0
249002,2078202,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605330,2.2.1.2.1.1.2.1,29.0,,,,0
249042,2078242,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603755,2.2.1.2.2.1.2.1,3.0,,,,0
249082,2078282,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605105,2.2.1.2.3.1.2.1,2.0,,,,0
249122,2078322,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603305,2.2.1.2.4.1.2.1,13.0,,,,0
249162,2078362,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604430,2.2.1.2.5.1.2.1,2.0,,,,0
249202,2078402,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604655,2.2.1.2.6.1.2.1,0.0,,,,0
249242,2078442,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604205,2.2.1.2.7.1.2.1,2.0,,,,0
249282,2078482,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604880,2.2.1.2.8.1.2.1,0.0,,,,0
249322,2078522,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603980,2.2.1.2.9.1.2.1,7.0,,,,0
249362,2078562,2020,Newfoundland and Labrador,2021A000210,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603530,2.2.1.2.10.1.2.1,0.0,,,,0
251002,2095802,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695336,3.1.1.2.1.1.2.1,6.0,,,,0
251042,2095842,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693761,3.1.1.2.2.1.2.1,0.0,,,,0
251082,2095882,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695111,3.1.1.2.3.1.2.1,1.0,,,,0
251122,2095922,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428693311,3.1.1.2.4.1.2.1,0.0,,,,0
251162,2095962,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428694436,3.1.1.2.5.1.2.1,2.0,,,,0
251202,2096002,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428694661,3.1.1.2.6.1.2.1,0.0,,,,0
251242,2096042,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428694211,3.1.1.2.7.1.2.1,1.0,,,,0
251282,2096082,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428694886,3.1.1.2.8.1.2.1,0.0,,,,0
251322,2096122,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693986,3.1.1.2.9.1.2.1,2.0,,,,0
251362,2096162,2020,Prince Edward Island,2021A000211,Women,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428693536,3.1.1.2.10.1.2.1,0.0,,,,0
253002,2113402,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428605336,3.2.1.2.1.1.2.1,13.0,,,,0
253042,2113442,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428603761,3.2.1.2.2.1.2.1,0.0,,,,0
253082,2113482,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428605111,3.2.1.2.3.1.2.1,2.0,,,,0
253122,2113522,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Management of companies and enterprises,Total all sizes,All officers ,Number,Number,223,units,0,v1428603311,3.2.1.2.4.1.2.1,0.0,,,,0
253162,2113562,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Distributive trade,Total all sizes,All officers ,Number,Number,223,units,0,v1428604436,3.2.1.2.5.1.2.1,3.0,,,,0
253202,2113602,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Energy,Total all sizes,All officers ,Number,Number,223,units,0,v1428604661,3.2.1.2.6.1.2.1,0.0,,,,0
253242,2113642,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Manufacturing,Total all sizes,All officers ,Number,Number,223,units,0,v1428604211,3.2.1.2.7.1.2.1,4.0,,,,0
253282,2113682,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Construction,Total all sizes,All officers ,Number,Number,223,units,0,v1428604886,3.2.1.2.8.1.2.1,0.0,,,,0
253322,2113722,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Other industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603986,3.2.1.2.9.1.2.1,4.0,,,,0
253362,2113762,2020,Prince Edward Island,2021A000211,Men,Total all corporations,Canada,Unclassified industry,Total all sizes,All officers ,Number,Number,223,units,0,v1428603536,3.2.1.2.10.1.2.1,0.0,,,,0
255002,2131002,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Total all industries,Total all sizes,All officers ,Number,Number,223,units,0,v1428695309,4.1.1.2.1.1.2.1,75.0,,,,0
255042,2131042,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Finance,Total all sizes,All officers ,Number,Number,223,units,0,v1428693734,4.1.1.2.2.1.2.1,13.0,,,,0
255082,2131082,2020,Nova Scotia,2021A000212,Women,Total all corporations,Canada,Utilities,Total all sizes,All officers ,Number,Number,223,units,0,v1428695084,4.1.1.2.3.1.2.1,1.0,,,,0
